fid,gaul_code,iso3,mean,name,region,subregion,min,max,sum,year,gee_asset
141,144,LBR,18016.2845752,Liberia,Africa,Western Africa,0.0,28038.6679688,28343399056.5,2016,AGBP_Annual
152,155,MLI,1394.54210044,Mali,Africa,Western Africa,0.0,15780.8837891,29830406025.5,2016,AGBP_Annual
156,159,MRT,152.854230389,Mauritania,Africa,Western Africa,0.0,10436.2792969,2756966331.91,2016,AGBP_Annual
29,29,BEN,7002.48072311,Benin,Africa,Western Africa,0.0,22462.546875,13346861305.4,2016,AGBP_Annual
42,42,BFA,3503.73977994,Burkina Faso,Africa,Western Africa,0.0,12976.9541016,15970981415.5,2016,AGBP_Annual
178,181,NER,259.065699108,Niger,Africa,Western Africa,0.0,9760.73242188,5234996021.94,2016,AGBP_Annual
47,47,CPV,2247.67609923,Cabo Verde,Africa,Western Africa,0.0,22740.4589844,152473355.867,2016,AGBP_Annual
179,182,NGA,7092.71519744,Nigeria,Africa,Western Africa,0.0,26510.8574219,1.06620007073e+11,2016,AGBP_Annual
66,66,CIV,11704.2836852,CA'te d'Ivoire,Africa,Western Africa,0.0,27079.9238281,61951077856.9,2016,AGBP_Annual
204,207,SHN,,"Saint Helena, Ascension and Tristan da Cunha",Africa,Western Africa,,,0.0,2016,AGBP_Annual
214,217,SEN,3490.80581133,Senegal,Africa,Western Africa,0.0,19565.1601562,11497126025.9,2016,AGBP_Annual
217,221,SLE,14341.4012895,Sierra Leone,Africa,Western Africa,0.0,27135.2871094,17018840520.4,2016,AGBP_Annual
90,90,GMB,5330.48171151,Gambia,Africa,Western Africa,0.0,21946.4179688,943745795.579,2016,AGBP_Annual
94,94,GHA,8960.53220447,Ghana,Africa,Western Africa,0.0,26940.578125,35239317974.3,2016,AGBP_Annual
105,105,GNB,10157.9656853,Guinea-Bissau,Africa,Western Africa,0.0,26845.6640625,5080435431.74,2016,AGBP_Annual
106,106,GIN,12030.6414265,Guinea,Africa,Western Africa,0.0,29258.0390625,48423331741.5,2016,AGBP_Annual
238,243,TGO,8816.75335015,Togo,Africa,Western Africa,0.0,25323.875,8252251900.15,2016,AGBP_Annual
