fid,gaul_code,iso3,mean,name,region,subregion,min,max,sum,year,gee_asset
4,4,DZA,354.974425504,Algeria,Africa,Northern Africa,0.0,25632.4882812,15152959784.5,2013,AGBP_Annual
6,6,SDN,998.265163419,Sudan,Africa,Northern Africa,0.0,18998.8808594,31019439820.9,2013,AGBP_Annual
270,40760,,6.4150198774,Hala'ib triangle,Africa,Northern Africa,0.0,1031.39147949,1989926.33593,2013,AGBP_Annual
271,40762,,21.6044532788,Ma'tan al-Sarra,Africa,Northern Africa,0.0,382.154602051,754946.015373,2013,AGBP_Annual
272,40765,EGY,473.063114785,Egypt,Africa,Northern Africa,0.0,26310.8359375,8440239294.61,2013,AGBP_Annual
142,145,LBY,73.4440656373,Libya,Africa,Northern Africa,0.0,13102.0185547,2175596907.78,2013,AGBP_Annual
274,61013,,4389.44610568,Ilemi triangle,Africa,Northern Africa,422.225585938,20744.4316406,227698127.286,2013,AGBP_Annual
276,74582,,10013.1733827,Kafia Kenji,Africa,Northern Africa,4160.62597656,16801.4746094,1901581730.75,2013,AGBP_Annual
277,74583,,4135.6133215,Kaka,Africa,Northern Africa,0.0,10109.9345703,39548870.1935,2013,AGBP_Annual
166,169,MAR,1948.51940389,Morocco,Africa,Northern Africa,0.0,24669.7578125,15428612410.8,2013,AGBP_Annual
74,74,SSD,8744.37118088,South Sudan,Africa,Northern Africa,0.0,30387.1894531,90474458393.9,2013,AGBP_Annual
102,102,,5602.20099337,Abyei,Africa,Northern Africa,0.0,10603.1914062,971113531.196,2013,AGBP_Annual
243,248,TUN,1110.54058268,Tunisia,Africa,Northern Africa,0.0,21671.0605469,3376858508.15,2013,AGBP_Annual
263,268,ESH,23.0009476309,Western Sahara,Africa,Northern Africa,0.0,12497.4882812,110580873.893,2013,AGBP_Annual
