fid,gaul_code,iso3,mean,name,region,subregion,min,max,sum,year,gee_asset
135,137,KWT,31.8535631158,Kuwait,Asia,Western Asia,0.0,7512.02001953,10327848.9155,2016,AGBP_Annual
139,141,LBN,4576.08746104,Lebanon,Asia,Western Asia,0.0,22527.2382812,907570850.061,2016,AGBP_Annual
278,-1,PSE,2169.72142783,Occupied Palestinian Territory,Asia,Western Asia,0.0,18038.0722656,255152730.749,2016,AGBP_Annual
279,-2,,4786.77745592,No Man's Land,Asia,Western Asia,0.0,11715.6484375,7338129.83992,2016,AGBP_Annual
21,21,BHR,193.673328146,Bahrain,Asia,Western Asia,0.0,9714.14941406,2334344.62414,2016,AGBP_Annual
184,187,OMN,54.4137573262,Oman,Asia,Western Asia,0.0,15919.6230469,291798344.417,2016,AGBP_Annual
64,64,CYP,,Cyprus,Asia,Western Asia,,,0.0,2016,AGBP_Annual
198,201,QAT,22.9754037951,Qatar,Asia,Western Asia,0.0,9887.12597656,4767028.68102,2016,AGBP_Annual
212,215,SAU,70.0015058592,Saudi Arabia,Asia,Western Asia,0.0,19186.1542969,2406703082.54,2016,AGBP_Annual
233,238,SYR,795.303502368,Syrian Arab Republic,Asia,Western Asia,0.0,21489.7226562,2966230747.93,2016,AGBP_Annual
118,118,IRQ,644.101637165,Iraq,Asia,Western Asia,0.0,15744.1923828,5442780569.25,2016,AGBP_Annual
250,255,ARE,26.4545639804,United Arab Emirates,Asia,Western Asia,0.0,8273.42675781,33037279.5902,2016,AGBP_Annual
121,121,ISR,2088.39566485,Israel,Asia,Western Asia,0.0,20097.4472656,823162035.257,2016,AGBP_Annual
128,130,JOR,224.215749083,Jordan,Asia,Western Asia,0.0,15496.1708984,379560267.599,2016,AGBP_Annual
264,269,YEM,370.075966307,Yemen,Asia,Western Asia,0.0,22512.9277344,2842864361.02,2016,AGBP_Annual
