fid,gaul_code,iso3,mean,name,region,subregion,min,max,sum,year,gee_asset
141,144,LBR,18603.3408463,Liberia,Africa,Western Africa,0.0,28814.0371094,29266961852.7,2014,AGBP_Annual
152,155,MLI,1119.07108279,Mali,Africa,Western Africa,0.0,14568.9345703,23937853694.4,2014,AGBP_Annual
156,159,MRT,103.617393777,Mauritania,Africa,Western Africa,0.0,11759.1992188,1868902583.32,2014,AGBP_Annual
29,29,BEN,7022.87049883,Benin,Africa,Western Africa,0.0,22480.1914062,13385724605.3,2014,AGBP_Annual
42,42,BFA,3125.90825769,Burkina Faso,Africa,Western Africa,0.0,13439.5390625,14248724456.1,2014,AGBP_Annual
178,181,NER,237.30022142,Niger,Africa,Western Africa,0.0,8911.90625,4795176356.49,2014,AGBP_Annual
47,47,CPV,1417.36347363,Cabo Verde,Africa,Western Africa,0.0,18284.4199219,96148268.5974,2014,AGBP_Annual
179,182,NGA,7176.16821004,Nigeria,Africa,Western Africa,0.0,28046.2050781,1.07874499964e+11,2014,AGBP_Annual
66,66,CIV,13020.1320271,CA'te d'Ivoire,Africa,Western Africa,0.0,27275.9902344,68915897342.9,2014,AGBP_Annual
204,207,SHN,,"Saint Helena, Ascension and Tristan da Cunha",Africa,Western Africa,,,0.0,2014,AGBP_Annual
214,217,SEN,2847.77239382,Senegal,Africa,Western Africa,0.0,21021.40625,9379266528.8,2014,AGBP_Annual
217,221,SLE,14688.3270741,Sierra Leone,Africa,Western Africa,0.0,28669.0605469,17430490855.6,2014,AGBP_Annual
90,90,GMB,4890.6848185,Gambia,Africa,Western Africa,0.0,23128.6347656,865881075.061,2014,AGBP_Annual
94,94,GHA,9615.21649281,Ghana,Africa,Western Africa,0.0,26767.2265625,37814011896.9,2014,AGBP_Annual
105,105,GNB,10104.4295322,Guinea-Bissau,Africa,Western Africa,0.0,28700.0917969,5053659699.52,2014,AGBP_Annual
106,106,GIN,11797.5811137,Guinea,Africa,Western Africa,0.0,28992.6894531,47485263982.5,2014,AGBP_Annual
238,243,TGO,9031.58277638,Togo,Africa,Western Africa,0.0,25120.5605469,8453326657.54,2014,AGBP_Annual
