fid,gaul_code,iso3,mean,name,region,subregion,min,max,sum,year,gee_asset
4,4.0,DZA,315.308084704,Algeria,Africa,Northern Africa,0.0,24502.109375,13459704091.2,2010,AGBP_Annual
6,6.0,SDN,984.531831922,Sudan,Africa,Northern Africa,0.0,17456.9628906,30592699245.9,2010,AGBP_Annual
270,40760.0,,2.90480673969,Hala'ib triangle,Africa,Northern Africa,0.0,941.155883789,901065.241039,2010,AGBP_Annual
271,40762.0,,15.5472687394,Ma'tan al-Sarra,Africa,Northern Africa,0.0,309.434753418,543283.758829,2010,AGBP_Annual
272,40765.0,EGY,404.815647949,Egypt,Africa,Northern Africa,0.0,23585.6171875,7222590035.26,2010,AGBP_Annual
142,145.0,LBY,70.3295439836,Libya,Africa,Northern Africa,0.0,12704.6875,2083336986.98,2010,AGBP_Annual
274,61013.0,,3508.74234606,Ilemi triangle,Africa,Northern Africa,447.726654053,18301.2558594,182012500.459,2010,AGBP_Annual
276,74582.0,,9334.93606192,Kafia Kenji,Africa,Northern Africa,3899.94067383,16005.6279297,1772779037.65,2010,AGBP_Annual
277,74583.0,,3406.82488882,Kaka,Africa,Northern Africa,0.0,7997.63720703,32579466.4117,2010,AGBP_Annual
166,169.0,MAR,1764.10741674,Morocco,Africa,Northern Africa,0.0,25156.5878906,13968415982.7,2010,AGBP_Annual
74,74.0,SSD,7060.69558327,South Sudan,Africa,Northern Africa,0.0,28385.4726562,73054150557.7,2010,AGBP_Annual
102,102.0,,4578.00410863,Abyei,Africa,Northern Africa,0.0,8451.28417969,793574122.211,2010,AGBP_Annual
243,248.0,TUN,1024.92930489,Tunisia,Africa,Northern Africa,0.0,20458.6210938,3116537384.97,2010,AGBP_Annual
263,268.0,ESH,19.7158918927,Western Sahara,Africa,Northern Africa,0.0,3640.55493164,94787423.1124,2010,AGBP_Annual
