fid,gaul_code,iso3,mean,name,region,subregion,min,max,sum,year,gee_asset
151,154,MDV,,Maldives,Asia,Southern Asia,,,0.0,2010,WPbm
117,117,IRN,0.234485405306,Iran (Islamic Republic of),Asia,Southern Asia,0.0,9.44772529602,7326159.53326,2010,WPbm
