fid,gaul_code,iso3,mean,name,region,subregion,min,max,sum,year,gee_asset
141,144,LBR,1.97756051668,Liberia,Africa,Western Africa,0.0,8.37161064148,3111117.98044,2014,WPbm
152,155,MLI,0.106115351181,Mali,Africa,Western Africa,0.0,1.29031360149,2269894.90694,2014,WPbm
156,159,MRT,0.0224437879341,Mauritania,Africa,Western Africa,0.0,3.76918005943,404808.997027,2014,WPbm
29,29,BEN,0.596783026995,Benin,Africa,Western Africa,0.0,6.74060153961,1137479.78833,2014,WPbm
42,42,BFA,0.270162493097,Burkina Faso,Africa,Western Africa,0.0,1.12502419949,1231472.77692,2014,WPbm
178,181,NER,0.0354324795073,Niger,Africa,Western Africa,0.0,0.540209114552,715991.695955,2014,WPbm
47,47,CPV,0.918431424276,Cabo Verde,Africa,Western Africa,0.0,15.9995203018,62302.7140972,2014,WPbm
179,182,NGA,0.727498756895,Nigeria,Africa,Western Africa,0.0,13.8002176285,10935998.4782,2014,WPbm
66,66,CIV,1.17882558322,CA'te d'Ivoire,Africa,Western Africa,0.0,6.38360357285,6239554.46147,2014,WPbm
204,207,SHN,,"Saint Helena, Ascension and Tristan da Cunha",Africa,Western Africa,,,0.0,2014,WPbm
214,217,SEN,0.310075460512,Senegal,Africa,Western Africa,0.0,6.67085075378,1021247.48259,2014,WPbm
217,221,SLE,1.40732815563,Sierra Leone,Africa,Western Africa,0.0,12.6880903244,1670062.249,2014,WPbm
90,90,GMB,0.451074525918,Gambia,Africa,Western Africa,0.0,8.15670585632,79861.3915902,2014,WPbm
94,94,GHA,0.853002852387,Ghana,Africa,Western Africa,0.0,11.0005655289,3354626.49566,2014,WPbm
105,105,GNB,0.799524573642,Guinea-Bissau,Africa,Western Africa,0.0,11.0151824951,399876.618835,2014,WPbm
106,106,GIN,1.047580018,Guinea,Africa,Western Africa,0.0,9.82733726501,4216509.57245,2014,WPbm
238,243,TGO,0.815321698397,Togo,Africa,Western Africa,0.0,3.28857946396,763119.911336,2014,WPbm
