fid,gaul_code,iso3,mean,name,region,subregion,min,max,sum,year,gee_asset
4,4,DZA,0.118733269845,Algeria,Africa,Northern Africa,0.0,4.20847177505,5068422.77579,2015,WPbm
6,6,SDN,0.118623859823,Sudan,Africa,Northern Africa,0.0,2.36996221542,3686040.24013,2015,WPbm
270,40760,,0.00361587252402,Hala'ib triangle,Africa,Northern Africa,0.0,0.279970675707,1121.63642521,2015,WPbm
271,40762,,0.00960484432812,Ma'tan al-Sarra,Africa,Northern Africa,0.0,0.113030798733,335.631680202,2015,WPbm
272,40765,EGY,0.0699073069497,Egypt,Africa,Northern Africa,0.0,3.21732974052,1247263.59054,2015,WPbm
142,145,LBY,0.0650810824483,Libya,Africa,Northern Africa,0.0,3.41557478905,1927864.49499,2015,WPbm
274,61013,,0.585679715822,Ilemi triangle,Africa,Northern Africa,0.0799487233162,2.40699410439,30381.5495786,2015,WPbm
276,74582,,0.683188960468,Kafia Kenji,Africa,Northern Africa,0.241297349334,1.35948383808,129743.049104,2015,WPbm
277,74583,,0.300527027163,Kaka,Africa,Northern Africa,0.0,0.53545665741,2873.93996076,2015,WPbm
166,169,MAR,0.571381302272,Morocco,Africa,Northern Africa,0.0,5.26214694977,4524266.28853,2015,WPbm
74,74,SSD,0.630891563246,South Sudan,Africa,Northern Africa,0.0,6.03289031982,6527580.12472,2015,WPbm
102,102,,0.304840718779,Abyei,Africa,Northern Africa,0.0,0.528334677219,52842.6143968,2015,WPbm
243,248,TUN,0.346972458734,Tunisia,Africa,Northern Africa,0.0,3.10120368004,1055050.95234,2015,WPbm
263,268,ESH,0.0369070908839,Western Sahara,Africa,Northern Africa,0.0,1.37137317657,177436.966001,2015,WPbm
