fid,gaul_code,iso3,mean,name,region,subregion,min,max,sum,year,gee_asset
265,270,ZMB,1.75331029416,Zambia,Africa,Eastern Africa,0.0,9.88739013672,22080055.4529,2014,WPbm
266,271,ZWE,1.58527084228,Zimbabwe,Africa,Eastern Africa,0.0,9.96953296661,10668427.3075,2014,WPbm
147,150,MDG,1.75682980235,Madagascar,Africa,Eastern Africa,0.0,53.9630584717,17839895.1268,2014,WPbm
149,152,MWI,1.76962180232,Malawi,Africa,Eastern Africa,0.0,28.3280525208,3518241.7331,2014,WPbm
157,160,MUS,1.36771622909,Mauritius,Africa,Eastern Africa,0.0,7.89438724518,45726.8566873,2014,WPbm
25,25,,,Bassas da India,Africa,Eastern Africa,,,0.0,2014,WPbm
158,161,MYT,,Mayotte,Africa,Eastern Africa,,,0.0,2014,WPbm
167,170,MOZ,1.40063712454,Mozambique,Africa,Eastern Africa,0.0,11.4908437729,18825285.6826,2014,WPbm
38,38,IOT,,British Indian Ocean Territory,Africa,Eastern Africa,,,0.0,2014,WPbm
43,43,BDI,1.96651268381,Burundi,Africa,Eastern Africa,0.0,6.78409337997,862713.047412,2014,WPbm
58,58,COM,2.11519889426,Comoros,Africa,Eastern Africa,0.0,68.9326629639,53878.3462346,2014,WPbm
70,70,DJI,0.0258749140125,Djibouti,Africa,Eastern Africa,0.0,3.53915739059,9295.45935932,2014,WPbm
202,205,RWA,2.03153801147,Rwanda,Africa,Eastern Africa,0.0,573.735839844,841458.981276,2014,WPbm
203,206,REU,,RA(c)union,Africa,Eastern Africa,,,0.0,2014,WPbm
77,77,ERI,0.342777211975,Eritrea,Africa,Eastern Africa,0.0,4.16868448257,694219.489091,2014,WPbm
79,79,ETH,1.13355360709,Ethiopia,Africa,Eastern Africa,0.0,16.5801887512,21128499.5202,2014,WPbm
80,80,,,Europa Island,Africa,Eastern Africa,,,0.0,2014,WPbm
216,220,SYC,0.810986798484,Seychelles,Africa,Eastern Africa,0.0,10.0367822647,3092.29266262,2014,WPbm
222,226,SOM,0.304780753866,Somalia,Africa,Eastern Africa,0.0,7.61348009109,3164546.49169,2014,WPbm
96,96,,,Glorioso Island,Africa,Eastern Africa,,,0.0,2014,WPbm
242,247,,,Tromelin Island,Africa,Eastern Africa,,,0.0,2014,WPbm
248,253,UGA,1.37827306284,Uganda,Africa,Eastern Africa,0.0,190.009216309,5430048.54279,2014,WPbm
252,257,TZA,1.55640865194,United Republic of Tanzania,Africa,Eastern Africa,0.0,48.916267395,23996486.0292,2014,WPbm
129,131,,,Juan de Nova Island,Africa,Eastern Africa,,,0.0,2014,WPbm
131,133,KEN,0.817031365684,Kenya,Africa,Eastern Africa,0.0,10.7225236893,7761090.42483,2014,WPbm
