fid,gaul_code,iso3,mean,name,region,subregion,min,max,sum,year,gee_asset
4.0,4.0,DZA,153.919245742,Algeria,Africa,Northern Africa,0.0,2874.89990234,6570447042.51,2014,AET_Annual
6.0,6.0,SDN,388.591927635,Sudan,Africa,Northern Africa,0.0,4617.70019531,12075932483.0,2014,AET_Annual
270.0,40760.0,,74.5210510627,Hala'ib triangle,Africa,Northern Africa,0.0,1847.59997559,23118069.5028,2014,AET_Annual
271.0,40762.0,,112.399084295,Ma'tan al-Sarra,Africa,Northern Africa,39.0,455.899993896,3927673.6016,2014,AET_Annual
272.0,40765.0,EGY,166.190061989,Egypt,Africa,Northern Africa,0.0,4298.20019531,2965550641.23,2014,AET_Annual
142.0,145.0,LBY,96.8414552391,Libya,Africa,Northern Africa,0.0,5102.29980469,2868729489.63,2014,AET_Annual
274.0,61013.0,,693.038211789,Ilemi triangle,Africa,Northern Africa,122.699996948,1886.90002441,35950664.1983,2014,AET_Annual
276.0,74582.0,,1180.73249429,Kafia Kenji,Africa,Northern Africa,846.200012207,2046.59997559,224230546.525,2014,AET_Annual
277.0,74583.0,,1049.18841352,Kaka,Africa,Northern Africa,569.0,2898.5,10033388.7985,2014,AET_Annual
166.0,169.0,MAR,203.011805007,Morocco,Africa,Northern Africa,0.0,2848.19995117,1607684183.81,2014,AET_Annual
74.0,74.0,SSD,1213.74018076,South Sudan,Africa,Northern Africa,62.0999984741,3323.69995117,12558076871.8,2014,AET_Annual
102.0,102.0,,1212.72833191,Abyei,Africa,Northern Africa,630.299987793,2035.69995117,210220392.695,2014,AET_Annual
243.0,248.0,TUN,193.761723135,Tunisia,Africa,Northern Africa,0.0,4823.89990234,589223780.964,2014,AET_Annual
263.0,268.0,ESH,118.522464319,Western Sahara,Africa,Northern Africa,0.0,2288.69995117,569995390.865,2014,AET_Annual
