fid,gaul_code,iso3,mean,name,region,subregion,min,max,sum,year,gee_asset
4,4.0,DZA,156.245026432,Algeria,Africa,Northern Africa,0.0,2737.89990234,6669729096.42,2016,AET_Annual
6,6.0,SDN,412.817703266,Sudan,Africa,Northern Africa,0.0,4643.60009766,12828775787.3,2016,AET_Annual
270,40760.0,,88.8316241442,Hala'ib triangle,Africa,Northern Africa,0.0,1856.19995117,27557524.1053,2016,AET_Annual
271,40762.0,,111.419900373,Ma'tan al-Sarra,Africa,Northern Africa,41.5999984741,401.799987793,3893456.99865,2016,AET_Annual
272,40765.0,EGY,172.029460718,Egypt,Africa,Northern Africa,0.0,4302.39990234,3069750810.84,2016,AET_Annual
142,145.0,LBY,100.970740718,Libya,Africa,Northern Africa,0.0,5259.70019531,2991051102.77,2016,AET_Annual
274,61013.0,,736.53373374,Ilemi triangle,Africa,Northern Africa,163.300003052,1829.30004883,38206950.904,2016,AET_Annual
276,74582.0,,1137.18383949,Kafia Kenji,Africa,Northern Africa,742.599975586,2056.19995117,215960308.59,2016,AET_Annual
277,74583.0,,1192.6234971,Kaka,Africa,Northern Africa,734.0,3042.5,11405058.5027,2016,AET_Annual
166,169.0,MAR,239.740276451,Morocco,Africa,Northern Africa,0.0,3150.30004883,1898543046.1,2016,AET_Annual
74,74.0,SSD,1251.45945289,South Sudan,Africa,Northern Africa,33.7000007629,3430.19995117,12948342866.6,2016,AET_Annual
102,102.0,,1207.18347928,Abyei,Africa,Northern Africa,679.200012207,1889.30004883,209259220.215,2016,AET_Annual
243,248.0,TUN,182.376231274,Tunisia,Africa,Northern Africa,0.0,5040.70019531,554600830.394,2016,AET_Annual
263,268.0,ESH,129.443916171,Western Sahara,Africa,Northern Africa,0.0,2386.5,622518574.996,2016,AET_Annual
