fid,gaul_code,iso3,mean,name,region,subregion,min,max,sum,year,gee_asset
141.0,144.0,LBR,1040.90699195,Liberia,Africa,Western Africa,0.0,2470.10009766,1638166933.05,2011,AET_Annual
152.0,155.0,MLI,540.291998554,Mali,Africa,Western Africa,27.0,4106.79980469,11557291590.0,2011,AET_Annual
156.0,159.0,MRT,310.801205796,Mauritania,Africa,Western Africa,0.0,3898.19995117,5606103167.65,2011,AET_Annual
29.0,29.0,BEN,976.456694672,Benin,Africa,Western Africa,0.0,3050.89990234,1861204576.58,2011,AET_Annual
42.0,42.0,BFA,878.724147112,Burkina Faso,Africa,Western Africa,289.0,3389.80004883,4005483007.44,2011,AET_Annual
178.0,181.0,NER,464.472960442,Niger,Africa,Western Africa,72.5999984741,3943.60009766,9385765819.3,2011,AET_Annual
47.0,47.0,CPV,263.040546685,Cabo Verde,Africa,Western Africa,0.0,2841.30004883,18016699.2046,2011,AET_Annual
179.0,182.0,NGA,955.868391056,Nigeria,Africa,Western Africa,0.0,4273.70019531,14370810239.9,2011,AET_Annual
66.0,66.0,CIV,1147.70897302,CA'te d'Ivoire,Africa,Western Africa,0.0,3000.69995117,6075467458.94,2011,AET_Annual
204.0,207.0,SHN,,"Saint Helena, Ascension and Tristan da Cunha",Africa,Western Africa,,,0.0,2011,AET_Annual
214.0,217.0,SEN,816.522877733,Senegal,Africa,Western Africa,0.0,3870.30004883,2690390624.67,2011,AET_Annual
217.0,221.0,SLE,1266.80065133,Sierra Leone,Africa,Western Africa,0.0,2249.80004883,1503841855.61,2011,AET_Annual
90.0,90.0,GMB,1146.3455615,Gambia,Africa,Western Africa,0.0,4124.60009766,203286043.803,2011,AET_Annual
94.0,94.0,GHA,1040.02843398,Ghana,Africa,Western Africa,0.0,3442.0,4090274786.54,2011,AET_Annual
105.0,105.0,GNB,1327.17326888,Guinea-Bissau,Africa,Western Africa,0.0,2346.0,664587323.083,2011,AET_Annual
106.0,106.0,GIN,1168.68065495,Guinea,Africa,Western Africa,0.0,3333.19995117,4704554362.2,2011,AET_Annual
238.0,243.0,TGO,915.736345353,Togo,Africa,Western Africa,0.0,2936.0,857105410.105,2011,AET_Annual
