fid,gaul_code,iso3,mean,name,region,subregion,min,max,sum,year,gee_asset
135,137.0,KWT,125.5170168,Kuwait,Asia,Western Asia,0.0,2817.89990234,40706298.2015,2016,AET_Annual
139,141.0,LBN,449.739574992,Lebanon,Asia,Western Asia,0.0,2131.5,89199098.606,2016,AET_Annual
278,-1.0,PSE,346.918614157,Occupied Palestinian Territory,Asia,Western Asia,29.3999996185,1820.30004883,40799016.6993,2016,AET_Annual
279,-2.0,,636.2015008,No Man's Land,Asia,Western Asia,213.399993896,1145.30004883,975296.900726,2016,AET_Annual
21,21.0,BHR,58.6744657785,Bahrain,Asia,Western Asia,0.0,2570.80004883,708435.499809,2016,AET_Annual
184,187.0,OMN,134.721883593,Oman,Asia,Western Asia,0.0,4074.10009766,722738851.423,2016,AET_Annual
64,64.0,CYP,,Cyprus,Asia,Western Asia,,,0.0,2016,AET_Annual
198,201.0,QAT,260.842761094,Qatar,Asia,Western Asia,0.0,4054.60009766,54136871.694,2016,AET_Annual
212,215.0,SAU,135.67071372,Saudi Arabia,Asia,Western Asia,0.0,6906.0,4664902634.56,2016,AET_Annual
233,238.0,SYR,147.488756743,Syrian Arab Republic,Asia,Western Asia,0.0,2738.60009766,550094420.596,2016,AET_Annual
118,118.0,IRQ,212.728886528,Iraq,Asia,Western Asia,0.0,3180.10009766,1797626100.76,2016,AET_Annual
250,255.0,ARE,98.6445009075,United Arab Emirates,Asia,Western Asia,0.0,6085.70019531,123293788.794,2016,AET_Annual
121,121.0,ISR,307.873970435,Israel,Asia,Western Asia,0.0,2320.89990234,121379928.592,2016,AET_Annual
128,130.0,JOR,129.061928158,Jordan,Asia,Western Asia,0.0,6016.79980469,218485840.692,2016,AET_Annual
264,269.0,YEM,214.849908895,Yemen,Asia,Western Asia,0.0,5259.39990234,1650731382.43,2016,AET_Annual
