fid,gaul_code,iso3,mean,name,region,subregion,min,max,sum,year,gee_asset
141.0,144.0,LBR,1032.59707779,Liberia,Africa,Western Africa,0.0,2237.5,1625088889.86,2013,AET_Annual
152.0,155.0,MLI,489.232482683,Mali,Africa,Western Africa,20.7000007629,3951.19995117,10465086421.4,2013,AET_Annual
156.0,159.0,MRT,271.249798289,Mauritania,Africa,Western Africa,0.0,3692.30004883,4892691292.87,2013,AET_Annual
29.0,29.0,BEN,1026.97088444,Benin,Africa,Western Africa,0.0,2908.89990234,1957488663.41,2013,AET_Annual
42.0,42.0,BFA,874.080021804,Burkina Faso,Africa,Western Africa,250.699996948,3190.69995117,3984313718.91,2013,AET_Annual
178.0,181.0,NER,396.365178096,Niger,Africa,Western Africa,55.5999984741,3827.39990234,8009488296.14,2013,AET_Annual
47.0,47.0,CPV,229.140562728,Cabo Verde,Africa,Western Africa,0.0,2750.30004883,15694753.7035,2013,AET_Annual
179.0,182.0,NGA,941.558041304,Nigeria,Africa,Western Africa,0.0,4120.70019531,14155664177.3,2013,AET_Annual
66.0,66.0,CIV,1214.32247208,CA'te d'Ivoire,Africa,Western Africa,0.0,2956.0,6428090079.65,2013,AET_Annual
204.0,207.0,SHN,,"Saint Helena, Ascension and Tristan da Cunha",Africa,Western Africa,,,0.0,2013,AET_Annual
214.0,217.0,SEN,736.566401845,Senegal,Africa,Western Africa,0.0,3654.80004883,2426939153.83,2013,AET_Annual
217.0,221.0,SLE,1095.20351559,Sierra Leone,Africa,Western Africa,0.0,2168.19995117,1300135807.02,2013,AET_Annual
90.0,90.0,GMB,1046.52541353,Gambia,Africa,Western Africa,0.0,3960.69995117,185584537.683,2013,AET_Annual
94.0,94.0,GHA,1152.72646281,Ghana,Africa,Western Africa,0.0,3643.19995117,4533499116.52,2013,AET_Annual
105.0,105.0,GNB,1255.26636146,Guinea-Bissau,Africa,Western Africa,0.0,2141.30004883,628579651.568,2013,AET_Annual
106.0,106.0,GIN,1095.76769931,Guinea,Africa,Western Africa,0.0,3338.39990234,4411041363.55,2013,AET_Annual
238.0,243.0,TGO,977.694107745,Togo,Africa,Western Africa,0.0,2960.0,915096264.802,2013,AET_Annual
