fid,gaul_code,iso3,mean,name,region,subregion,min,max,sum,year,gee_asset
135,137,KWT,5.81075465474,Kuwait,Asia,Western Asia,0.0,2283.15991211,1884480.03132,2010,T_Annual
139,141,LBN,360.913285412,Lebanon,Asia,Western Asia,0.0,1935.24304199,71581736.4621,2010,T_Annual
278,-1,PSE,198.243446958,Occupied Palestinian Territory,Asia,Western Asia,0.0,1676.40698242,23314222.336,2010,T_Annual
279,-2,,416.870461765,No Man's Land,Asia,Western Asia,13.3249998093,1031.00402832,639062.417886,2010,T_Annual
21,21,BHR,3.55326180069,Bahrain,Asia,Western Asia,0.0,2071.05908203,42902.0829815,2010,T_Annual
184,187,OMN,10.9872958256,Oman,Asia,Western Asia,0.0,3973.64404297,58943249.2584,2010,T_Annual
64,64,CYP,,Cyprus,Asia,Western Asia,,,0.0,2010,T_Annual
198,201,QAT,5.19694592346,Qatar,Asia,Western Asia,0.0,3863.15112305,1078605.33863,2010,T_Annual
212,215,SAU,12.1454322075,Saudi Arabia,Asia,Western Asia,0.0,5165.81982422,417608613.895,2010,T_Annual
233,238,SYR,82.4961714508,Syrian Arab Republic,Asia,Western Asia,0.0,2406.60302734,307689105.515,2010,T_Annual
118,118,IRQ,63.255862622,Iraq,Asia,Western Asia,0.0,2649.76489258,534531964.753,2010,T_Annual
250,255,ARE,9.43247200272,United Arab Emirates,Asia,Western Asia,0.0,3143.00292969,11789458.1068,2010,T_Annual
121,121,ISR,147.585115394,Israel,Asia,Western Asia,0.0,2085.54394531,58185726.9142,2010,T_Annual
128,130,JOR,29.4788877113,Jordan,Asia,Western Asia,0.0,5665.41601562,49904101.5131,2010,T_Annual
264,269,YEM,68.957216791,Yemen,Asia,Western Asia,0.0,2656.77294922,529810984.733,2010,T_Annual
