fid,gaul_code,iso3,mean,name,region,subregion,min,max,sum,year,gee_asset
4,4,DZA,24.9562553692,Algeria,Africa,Northern Africa,0.0,1984.90698242,1065323270.6,2010,T_Annual
6,6,SDN,139.934673616,Sudan,Africa,Northern Africa,0.0,4232.86621094,4348627828.94,2010,T_Annual
270,40760,,0.414416527103,Hala'ib triangle,Africa,Northern Africa,0.0,1262.86303711,128561.123871,2010,T_Annual
271,40762,,3.64092668167,Ma'tan al-Sarra,Africa,Northern Africa,0.0,197.854003906,127228.541964,2010,T_Annual
272,40765,EGY,48.0137016987,Egypt,Africa,Northern Africa,0.0,3886.13891602,856772433.66,2010,T_Annual
142,145,LBY,7.46199209878,Libya,Africa,Northern Africa,0.0,3148.79492188,221046211.381,2010,T_Annual
274,61013,,520.134303384,Ilemi triangle,Africa,Northern Africa,83.2799987793,2010.34094238,26981446.8537,2010,T_Annual
276,74582,,609.064279695,Kafia Kenji,Africa,Northern Africa,330.119995117,1479.37695312,115666179.228,2010,T_Annual
277,74583,,568.281283674,Kaka,Africa,Northern Africa,0.0,2602.11791992,5434473.91577,2010,T_Annual
166,169,MAR,115.978156826,Morocco,Africa,Northern Africa,0.0,1876.81396484,918450276.276,2010,T_Annual
74,74,SSD,762.440065096,South Sudan,Africa,Northern Africa,0.0,3028.89990234,7888657802.88,2010,T_Annual
102,102,,580.45135685,Abyei,Africa,Northern Africa,156.766998291,1283.11499023,100618340.453,2010,T_Annual
243,248,TUN,71.578500474,Tunisia,Africa,Northern Africa,0.0,2100.4440918,217668144.165,2010,T_Annual
263,268,ESH,1.02855072001,Western Sahara,Africa,Northern Africa,0.0,2219.86206055,4946481.43746,2010,T_Annual
