fid,gaul_code,iso3,mean,name,region,subregion,min,max,sum,year,gee_asset
141,144,LBR,861.502061308,Liberia,Africa,Western Africa,0.0,1394.52502441,1355821606.06,2013,T_Annual
152,155,MLI,181.851253261,Mali,Africa,Western Africa,0.0,3406.75195312,3889948334.53,2013,T_Annual
156,159,MRT,33.6252192743,Mauritania,Africa,Western Africa,0.0,3227.53198242,606517750.803,2013,T_Annual
29,29,BEN,700.923180014,Benin,Africa,Western Africa,0.0,2572.37109375,1336015654.96,2013,T_Annual
42,42,BFA,531.520517426,Burkina Faso,Africa,Western Africa,0.0,2801.4609375,2422826785.46,2013,T_Annual
178,181,NER,64.6966238261,Niger,Africa,Western Africa,0.0,3287.38500977,1307347062.69,2013,T_Annual
47,47,CPV,128.537636505,Cabo Verde,Africa,Western Africa,0.0,2469.6340332,8804056.87478,2013,T_Annual
179,182,NGA,602.956186868,Nigeria,Africa,Western Africa,0.0,3553.79199219,9065022994.31,2013,T_Annual
66,66,CIV,919.387142756,CA'te d'Ivoire,Africa,Western Africa,0.0,2148.40991211,4866831922.79,2013,T_Annual
204,207,SHN,,"Saint Helena, Ascension and Tristan da Cunha",Africa,Western Africa,,,0.0,2013,T_Annual
214,217,SEN,467.556469337,Senegal,Africa,Western Africa,0.0,3200.05200195,1540568642.85,2013,T_Annual
217,221,SLE,874.24749667,Sierra Leone,Africa,Western Africa,0.0,1608.91503906,1037834939.75,2013,T_Annual
90,90,GMB,692.914976879,Gambia,Africa,Western Africa,0.0,2627.81396484,122877384.51,2013,T_Annual
94,94,GHA,795.714116569,Ghana,Africa,Western Africa,0.0,2379.1809082,3129423467.64,2013,T_Annual
105,105,GNB,932.35917385,Guinea-Bissau,Africa,Western Africa,0.0,1932.59399414,466882585.742,2013,T_Annual
106,106,GIN,815.989520735,Guinea,Africa,Western Africa,0.0,2285.74902344,3284787031.44,2013,T_Annual
238,243,TGO,677.494861516,Togo,Africa,Western Africa,0.0,1907.99194336,634117575.513,2013,T_Annual
