fid,gaul_code,iso3,mean,name,region,subregion,min,max,sum,year,gee_asset
141,144,LBR,818.235462173,Liberia,Africa,Western Africa,0.0,1409.03100586,1287729151.54,2015,T_Annual
152,155,MLI,201.56101762,Mali,Africa,Western Africa,0.0,3399.81591797,4311556454.74,2015,T_Annual
156,159,MRT,40.8077391427,Mauritania,Africa,Western Africa,0.0,3291.29589844,736073063.444,2015,T_Annual
29,29,BEN,745.272126483,Benin,Africa,Western Africa,0.0,2712.85302734,1420548294.85,2015,T_Annual
42,42,BFA,557.93198674,Burkina Faso,Africa,Western Africa,0.0,2990.84301758,2543218027.56,2015,T_Annual
178,181,NER,63.591209175,Niger,Africa,Western Africa,0.0,3333.72705078,1285009566.36,2015,T_Annual
47,47,CPV,133.236115597,Cabo Verde,Africa,Western Africa,0.0,2369.36206055,9125874.5017,2015,T_Annual
179,182,NGA,604.105916544,Nigeria,Africa,Western Africa,0.0,3756.85302734,9082308372.89,2015,T_Annual
66,66,CIV,860.69346426,CA'te d'Ivoire,Africa,Western Africa,0.0,2236.54101562,4556133355.36,2015,T_Annual
204,207,SHN,,"Saint Helena, Ascension and Tristan da Cunha",Africa,Western Africa,,,0.0,2015,T_Annual
214,217,SEN,469.485853706,Senegal,Africa,Western Africa,0.0,3258.31591797,1546925840.87,2015,T_Annual
217,221,SLE,810.256216035,Sierra Leone,Africa,Western Africa,0.0,1599.14196777,961869738.668,2015,T_Annual
90,90,GMB,711.72232457,Gambia,Africa,Western Africa,0.0,2665.76489258,126212566.705,2015,T_Annual
94,94,GHA,741.452721281,Ghana,Africa,Western Africa,0.0,2664.59594727,2916021593.44,2015,T_Annual
105,105,GNB,931.045516285,Guinea-Bissau,Africa,Western Africa,0.0,2045.66796875,466224766.462,2015,T_Annual
106,106,GIN,803.313617065,Guinea,Africa,Western Africa,0.0,2275.7199707,3233759851.65,2015,T_Annual
238,243,TGO,732.355151898,Togo,Africa,Western Africa,0.0,1946.56506348,685465380.943,2015,T_Annual
