fid,gaul_code,iso3,mean,name,region,subregion,min,max,sum,year,gee_asset
141,144,LBR,881.740750447,Liberia,Africa,Western Africa,0.0,1596.73999023,1387673012.16,2012,T_Annual
152,155,MLI,183.077060378,Mali,Africa,Western Africa,0.0,3400.19604492,3916169360.07,2012,T_Annual
156,159,MRT,36.1281991794,Mauritania,Africa,Western Africa,0.0,3283.36694336,651665463.596,2012,T_Annual
29,29,BEN,655.950647342,Benin,Africa,Western Africa,0.0,2603.48291016,1250294409.89,2012,T_Annual
42,42,BFA,513.634512773,Burkina Faso,Africa,Western Africa,0.0,2892.47290039,2341297117.77,2012,T_Annual
178,181,NER,64.1097984631,Niger,Africa,Western Africa,0.0,3225.73388672,1295488879.53,2012,T_Annual
47,47,CPV,147.367017615,Cabo Verde,Africa,Western Africa,0.0,2458.40405273,10093756.5045,2012,T_Annual
179,182,NGA,568.918985874,Nigeria,Africa,Western Africa,0.0,3507.56494141,8553297571.48,2012,T_Annual
66,66,CIV,884.770228942,CA'te d'Ivoire,Africa,Western Africa,0.0,2135.59594727,4683585177.89,2012,T_Annual
204,207,SHN,,"Saint Helena, Ascension and Tristan da Cunha",Africa,Western Africa,,,0.0,2012,T_Annual
214,217,SEN,495.750207748,Senegal,Africa,Western Africa,0.0,3281.67700195,1633465206.52,2012,T_Annual
217,221,SLE,884.052176549,Sierra Leone,Africa,Western Africa,0.0,1679.79394531,1049474251.72,2012,T_Annual
90,90,GMB,696.568811028,Gambia,Africa,Western Africa,0.0,2610.51904297,123525333.535,2012,T_Annual
94,94,GHA,714.667008859,Ghana,Africa,Western Africa,0.0,2416.67797852,2810677431.12,2012,T_Annual
105,105,GNB,895.319408368,Guinea-Bissau,Africa,Western Africa,0.0,2003.43005371,448334775.018,2012,T_Annual
106,106,GIN,777.70021114,Guinea,Africa,Western Africa,0.0,2290.24609375,3130652420.15,2012,T_Annual
238,243,TGO,638.952481697,Togo,Africa,Western Africa,0.0,1942.51501465,598042910.104,2012,T_Annual
