fid,gaul_code,iso3,mean,name,region,subregion,min,max,sum,year,gee_asset
135,137,KWT,4.2868639012,Kuwait,Asia,Western Asia,0.0,2347.60107422,1390268.54493,2012,T_Annual
139,141,LBN,326.362121522,Lebanon,Asia,Western Asia,0.0,1792.70300293,64729031.3721,2012,T_Annual
278,-1,PSE,172.926599124,Occupied Palestinian Territory,Asia,Western Asia,0.0,1618.1550293,20336859.7634,2012,T_Annual
279,-2,,387.717942179,No Man's Land,Asia,Western Asia,11.8529996872,936.692993164,594371.60536,2012,T_Annual
21,21,BHR,4.05073264857,Bahrain,Asia,Western Asia,0.0,2034.25195312,48908.5459988,2012,T_Annual
184,187,OMN,12.4661899957,Oman,Asia,Western Asia,0.0,3810.98095703,66877032.8829,2012,T_Annual
64,64,CYP,,Cyprus,Asia,Western Asia,,,0.0,2012,T_Annual
198,201,QAT,5.77423173509,Qatar,Asia,Western Asia,0.0,3850.30200195,1198418.69969,2012,T_Annual
212,215,SAU,12.770318458,Saudi Arabia,Asia,Western Asia,0.0,5245.23876953,439094706.481,2012,T_Annual
233,238,SYR,68.6804119487,Syrian Arab Republic,Asia,Western Asia,0.0,2247.50610352,256159942.301,2012,T_Annual
118,118,IRQ,53.1957852423,Iraq,Asia,Western Asia,0.0,2703.60791016,449521141.97,2012,T_Annual
250,255,ARE,8.50576518613,United Arab Emirates,Asia,Western Asia,0.0,3135.12890625,10631185.7908,2012,T_Annual
121,121,ISR,142.750113071,Israel,Asia,Western Asia,0.0,1968.56494141,56279517.5785,2012,T_Annual
128,130,JOR,21.6363102233,Jordan,Asia,Western Asia,0.0,5335.13818359,36627590.3056,2012,T_Annual
264,269,YEM,59.6325666782,Yemen,Asia,Western Asia,0.0,2780.70507812,458167982.181,2012,T_Annual
