fid,gaul_code,iso3,mean,name,region,subregion,min,max,sum,year,gee_asset
4,4,DZA,24.8916523028,Algeria,Africa,Northern Africa,0.0,1913.54296875,1062565519.13,2015,T_Annual
6,6,SDN,142.022918019,Sudan,Africa,Northern Africa,0.0,3956.27099609,4413522379.28,2015,T_Annual
270,40760,,0.690407221094,Hala'ib triangle,Africa,Northern Africa,0.0,1545.27197266,214179.508942,2015,T_Annual
271,40762,,5.36053373911,Ma'tan al-Sarra,Africa,Northern Africa,0.0,213.272003174,187318.49098,2015,T_Annual
272,40765,EGY,49.1963980793,Egypt,Africa,Northern Africa,0.0,3773.87304688,877876860.532,2015,T_Annual
142,145,LBY,7.14854999341,Libya,Africa,Northern Africa,0.0,2988.85791016,211761131.879,2015,T_Annual
274,61013,,480.122327073,Ilemi triangle,Africa,Northern Africa,43.6259994507,1658.34997559,24905865.5946,2015,T_Annual
276,74582,,832.824945925,Kafia Kenji,Africa,Northern Africa,395.832000732,1804.8260498,158160119.831,2015,T_Annual
277,74583,,766.400294193,Kaka,Africa,Northern Africa,0.0,2668.0769043,7329086.01337,2015,T_Annual
166,169,MAR,128.928260521,Morocco,Africa,Northern Africa,0.0,1847.06298828,1021004297.16,2015,T_Annual
74,74,SSD,890.961185372,South Sudan,Africa,Northern Africa,0.0,3109.69189453,9218413654.8,2015,T_Annual
102,102,,768.397516166,Abyei,Africa,Northern Africa,35.466999054,1540.55895996,133197867.44,2015,T_Annual
243,248,TUN,83.6264857043,Tunisia,Africa,Northern Africa,0.0,2292.59399414,254305717.859,2015,T_Annual
263,268,ESH,3.63137151048,Western Sahara,Africa,Northern Africa,0.0,2190.60400391,17463904.7153,2015,T_Annual
