fid,gaul_code,iso3,mean,name,region,subregion,min,max,sum
4.0,4.0,DZA,23.0861984056,Algeria,Africa,Northern Africa,0.0,1957.56201172,985496457.73
6.0,6.0,SDN,148.683077279,Sudan,Africa,Northern Africa,0.0,3997.66992188,4620494340.97
270.0,40760.0,,0.492402990541,Hala'ib triangle,Africa,Northern Africa,0.0,1524.95202637,152754.732935
272.0,40765.0,EGY,48.9856943342,Egypt,Africa,Northern Africa,0.0,3761.34790039,874116943.965
142.0,145.0,LBY,6.55218521348,Libya,Africa,Northern Africa,0.0,3027.65209961,194094747.017
274.0,61013.0,,447.718375662,Ilemi triangle,Africa,Northern Africa,40.4109992981,1500.82897949,23225390.7375
276.0,74582.0,,740.7522118,Kafia Kenji,Africa,Northern Africa,338.582000732,1654.67895508,140674771.039
277.0,74583.0,,779.470727445,Kaka,Africa,Northern Africa,0.0,2625.95703125,7454078.56656
166.0,169.0,MAR,100.733032778,Morocco,Africa,Northern Africa,0.0,1908.14099121,797721507.516
74.0,74.0,SSD,851.611458348,South Sudan,Africa,Northern Africa,0.0,2996.63891602,8811278005.28
102.0,102.0,,740.35405838,Abyei,Africa,Northern Africa,42.4319992065,1435.87695312,128336674.25
243.0,248.0,TUN,79.7717175172,Tunisia,Africa,Northern Africa,0.0,2289.26293945,242583479.59
263.0,268.0,ESH,3.79960057828,Western Sahara,Africa,Northern Africa,0.0,2177.52807617,18272947.9107
