fid,gaul_code,iso3,mean,name,region,subregion,min,max,sum
141.0,144.0,LBR,790.369656251,Liberia,Africa,Western Africa,0.0,1347.7800293,1243875070.94
152.0,155.0,MLI,221.124668946,Mali,Africa,Western Africa,0.0,3520.13500977,4730039538.85
156.0,159.0,MRT,34.6870715603,Mauritania,Africa,Western Africa,0.0,3478.07104492,625671105.732
29.0,29.0,BEN,809.399458961,Benin,Africa,Western Africa,0.0,2818.61694336,1542780930.14
42.0,42.0,BFA,632.761648206,Burkina Faso,Africa,Western Africa,0.0,3167.62988281,2884314257.21
178.0,181.0,NER,69.6370820135,Niger,Africa,Western Africa,0.0,3391.4440918,1407181724.87
179.0,182.0,NGA,657.493487343,Nigeria,Africa,Western Africa,0.0,3787.65185547,9884950391.8
66.0,66.0,CIV,850.122256743,CA'te d'Ivoire,Africa,Western Africa,0.0,2209.64990234,4500174873.65
214.0,217.0,SEN,487.984481177,Senegal,Africa,Western Africa,0.0,3454.01196289,1607877634.47
217.0,221.0,SLE,822.87496185,Sierra Leone,Africa,Western Africa,0.0,1641.44799805,976850501.837
90.0,90.0,GMB,730.509921195,Gambia,Africa,Western Africa,0.0,2790.41186523,129544246.365
94.0,94.0,GHA,774.327944464,Ghana,Africa,Western Africa,0.0,2703.24291992,3045314107.73
105.0,105.0,GNB,967.261662865,Guinea-Bissau,Africa,Western Africa,0.0,2056.14599609,484360146.726
106.0,106.0,GIN,844.489595907,Guinea,Africa,Western Africa,0.0,2489.44995117,3399514825.05
238.0,243.0,TGO,752.319428102,Togo,Africa,Western Africa,0.0,1815.28393555,704150672.079
