fid,gaul_code,iso3,mean,name,region,subregion,min,max,sum
4.0,4.0,DZA,25.4819012057,Algeria,Africa,Northern Africa,0.0,1820.98901367,1087763473.8
6.0,6.0,SDN,137.231097942,Sudan,Africa,Northern Africa,0.0,4230.18017578,4264611165.23
270.0,40760.0,,0.659604130122,Hala'ib triangle,Africa,Northern Africa,0.0,1389.22705078,204624.372059
272.0,40765.0,EGY,46.2185893824,Egypt,Africa,Northern Africa,0.0,3846.99707031,824739807.293
142.0,145.0,LBY,7.60154666493,Libya,Africa,Northern Africa,0.0,2872.2800293,225179879.505
274.0,61013.0,,404.635174446,Ilemi triangle,Africa,Northern Africa,27.5089988708,1651.09802246,20990449.6744
276.0,74582.0,,610.349020587,Kafia Kenji,Africa,Northern Africa,296.932006836,1456.70703125,115910161.802
277.0,74583.0,,735.256923457,Kaka,Africa,Northern Africa,0.0,2748.61694336,7031261.95901
166.0,169.0,MAR,130.193240864,Morocco,Africa,Northern Africa,0.0,1887.58996582,1031021756.29
74.0,74.0,SSD,807.106555276,South Sudan,Africa,Northern Africa,0.0,3287.98901367,8350803842.18
102.0,102.0,,663.306052458,Abyei,Africa,Northern Africa,99.1439971924,1404.24597168,114980787.663
243.0,248.0,TUN,78.1424935504,Tunisia,Africa,Northern Africa,0.0,2140.32788086,237629056.754
263.0,268.0,ESH,0.763689451074,Western Sahara,Africa,Northern Africa,0.0,2210.87402344,3672716.97956
