fid,gaul_code,iso3,mean,name,region,subregion,min,max,sum
265.0,270.0,ZMB,730.357745071,Zambia,Africa,Eastern Africa,0.0,2487.74609375,9197652169.61
266.0,271.0,ZWE,571.308913258,Zimbabwe,Africa,Eastern Africa,0.0,2541.61010742,3844748448.42
147.0,150.0,MDG,485.405626811,Madagascar,Africa,Eastern Africa,0.0,2725.49511719,4930236312.59
149.0,152.0,MWI,435.00374695,Malawi,Africa,Eastern Africa,0.0,2589.54907227,864845739.439
167.0,170.0,MOZ,684.752403523,Mozambique,Africa,Eastern Africa,0.0,2667.46191406,9203884419.7
43.0,43.0,BDI,627.813907921,Burundi,Africa,Eastern Africa,0.0,1743.72302246,275423217.033
58.0,58.0,COM,988.424788749,Comoros,Africa,Eastern Africa,0.0,2015.94604492,25334315.7604
70.0,70.0,DJI,23.8108750567,Djibouti,Africa,Eastern Africa,0.0,2847.06201172,8570938.77454
202.0,205.0,RWA,594.913433859,Rwanda,Africa,Eastern Africa,0.0,1669.30102539,246411954.477
77.0,77.0,ERI,97.1996211657,Eritrea,Africa,Eastern Africa,0.0,2670.60400391,196919434.109
79.0,79.0,ETH,448.241542191,Ethiopia,Africa,Eastern Africa,0.0,2684.53393555,8354854340.14
216.0,220.0,SYC,512.168660432,Seychelles,Africa,Eastern Africa,0.0,1820.30895996,1975434.52328
222.0,226.0,SOM,281.363609139,Somalia,Africa,Eastern Africa,0.0,2627.35693359,2921490922.32
248.0,253.0,UGA,798.28894532,Uganda,Africa,Eastern Africa,0.0,2257.70800781,3145090803.88
252.0,257.0,TZA,621.83054521,United Republic of Tanzania,Africa,Eastern Africa,0.0,2436.66308594,9587639540.24
131.0,133.0,KEN,455.122607246,Kenya,Africa,Eastern Africa,0.0,3429.87597656,4323291568.3
