fid,gaul_code,iso3,mean,name,region,subregion,min,max,sum
141.0,144.0,LBR,818.235672,Liberia,Africa,Western Africa,0.0,1409.03100586,1287730300.0
152.0,155.0,MLI,201.561016892,Mali,Africa,Western Africa,0.0,3399.81591797,4311556842.28
156.0,159.0,MRT,40.8077261923,Mauritania,Africa,Western Africa,0.0,3291.29589844,736072952.273
29.0,29.0,BEN,745.271959732,Benin,Africa,Western Africa,0.0,2712.85302734,1420548722.28
42.0,42.0,BFA,557.932033849,Burkina Faso,Africa,Western Africa,0.0,2990.84301758,2543218800.23
178.0,181.0,NER,63.5911068855,Niger,Africa,Western Africa,0.0,3333.72705078,1285008516.82
179.0,182.0,NGA,604.105600831,Nigeria,Africa,Western Africa,0.0,3756.85302734,9082301209.95
66.0,66.0,CIV,860.693412272,CA'te d'Ivoire,Africa,Western Africa,0.0,2236.54101562,4556133940.85
214.0,217.0,SEN,469.485853706,Senegal,Africa,Western Africa,0.0,3258.31591797,1546925840.87
217.0,221.0,SLE,810.255533495,Sierra Leone,Africa,Western Africa,0.0,1599.14196777,961869738.668
90.0,90.0,GMB,711.72232457,Gambia,Africa,Western Africa,0.0,2665.76489258,126212566.705
94.0,94.0,GHA,741.452760937,Ghana,Africa,Western Africa,0.0,2664.59594727,2916021007.95
105.0,105.0,GNB,931.045516285,Guinea-Bissau,Africa,Western Africa,0.0,2045.66796875,466224766.462
106.0,106.0,GIN,803.313617065,Guinea,Africa,Western Africa,0.0,2275.7199707,3233759851.65
238.0,243.0,TGO,732.355477681,Togo,Africa,Western Africa,0.0,1946.56506348,685464953.512
