fid,gaul_code,iso3,mean,name,region,subregion,min,max,sum
4.0,4.0,DZA,24.884009457,Algeria,Africa,Northern Africa,0.0,1847.34399414,1062240856.77
6.0,6.0,SDN,149.084692529,Sudan,Africa,Northern Africa,0.0,4118.33203125,4632974987.86
270.0,40760.0,,1.49119692458,Hala'ib triangle,Africa,Northern Africa,0.0,1172.31994629,462603.583533
272.0,40765.0,EGY,47.2115417837,Egypt,Africa,Northern Africa,0.0,3813.05493164,842458378.609
142.0,145.0,LBY,7.44945665432,Libya,Africa,Northern Africa,0.0,2862.36206055,220674531.874
274.0,61013.0,,695.54996103,Ilemi triangle,Africa,Northern Africa,70.6490020752,1775.19299316,36081654.2284
276.0,74582.0,,606.2008663,Kafia Kenji,Africa,Northern Africa,324.097015381,1516.23205566,115122394.117
277.0,74583.0,,617.67330145,Kaka,Africa,Northern Africa,0.0,2627.38793945,5906809.78177
166.0,169.0,MAR,106.243937863,Morocco,Africa,Northern Africa,0.0,2085.16210938,841363274.188
74.0,74.0,SSD,748.741893822,South Sudan,Africa,Northern Africa,0.0,3169.5090332,7746928386.17
102.0,102.0,,600.405174764,Abyei,Africa,Northern Africa,47.9799995422,1321.625,104077235.019
243.0,248.0,TUN,89.4993546945,Tunisia,Africa,Northern Africa,0.0,2206.54492188,272164942.145
263.0,268.0,ESH,1.73594603642,Western Sahara,Africa,Northern Africa,0.0,2247.82299805,8348470.01564
