fid,gaul_code,iso3,mean,name,region,subregion,min,max,sum
135.0,137.0,KWT,6.60689642288,Kuwait,Asia,Western Asia,0.0,2440.7019043,2142675.97201
139.0,141.0,LBN,281.980937006,Lebanon,Asia,Western Asia,0.0,1817.93200684,55926689.1411
278.0,-1.0,PSE,150.810934699,Occupied Palestinian Territory,Asia,Western Asia,0.0,1395.58996582,17735969.1644
279.0,-2.0,,419.273065618,No Man's Land,Asia,Western Asia,11.6590003967,1065.37402344,642745.609592
21.0,21.0,BHR,2.98255565684,Bahrain,Asia,Western Asia,0.0,2060.20703125,36011.3770007
184.0,187.0,OMN,10.4091911933,Oman,Asia,Western Asia,0.0,3560.06005859,55841906.9467
198.0,201.0,QAT,7.07913163114,Qatar,Asia,Western Asia,0.0,3797.13110352,1469245.45352
212.0,215.0,SAU,12.8821909475,Saudi Arabia,Asia,Western Asia,0.0,5030.78808594,442941330.831
233.0,238.0,SYR,59.5366572988,Syrian Arab Republic,Asia,Western Asia,0.0,2328.33203125,222056133.12
118.0,118.0,IRQ,77.8688083858,Iraq,Asia,Western Asia,0.0,2747.14208984,658015959.535
250.0,255.0,ARE,7.08532734697,United Arab Emirates,Asia,Western Asia,0.0,2884.53710938,8855808.94443
121.0,121.0,ISR,144.252513341,Israel,Asia,Western Asia,0.0,2011.18505859,56871841.8898
128.0,130.0,JOR,24.0738330447,Jordan,Asia,Western Asia,0.0,5572.36816406,40754014.1893
264.0,269.0,YEM,56.3233755916,Yemen,Asia,Western Asia,0.0,2735.6730957,432742858.172
